"Data Source","World Development Indicators",

"Last Updated Date","2024-05-30",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Congo, Rep.","COG","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Colombia","COL","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS","","","","","","","","","","","","","","","","","","","","","1.06883873398644","1.34658420303282","0.318209488815512","0.160083355789213","0.141164953233224","0.123228873515546","0.148815955789931","0.28867322884436","0.242269375181778","0.255437013501541","0.225733206331889","0.721221732628792","1.41794313312771","1.36594550693676","3.22254937159334","1.2995160690291","2.63192053929472","2.23990115240555","3.31314919853689","1.6017812431082","1.18047470860783","0.798365459117737","1.05262284368893","0.85139232140535","1.77603303374257","6.55816295756681","9.65257085812107","8.36329748167815","7.43659024591127","8.53862182435679","7.92226392072106","7.7459591580605","8.68726987428005","5.34141236981738","4.51578033904703","3.94781301843236","5.01125891697709","4.44592999731431","4.08811874511028","4.30448774776059","3.70167113952468","2.25033097501356","1.89224433599628","",
"Comoros","COM","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cabo Verde","CPV","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Costa Rica","CRI","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.114788176571831","0.206927059577488","0.135940509242614","0.115683412532384","0.136746284007645","0.236476138171735","1.46139567984176","","","","0.665247760665606","0.201927989462715","0.10927793370474","0.272192512774102","0.266657240290788","0.176808165279992","0.101932905773337","0.109802233075697","0.0861266344906346","0.0711387303563537","0.129735877590195","0.233887733604758","0.0918820607902322","0.0611075976974374","0.0914963962262015","0.0740626046186638","0.0568167083719114","0.0485290545777008","0.0497377448216711","0.0631249437773555","",
"Caribbean small states","CSS","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cuba","CUB","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Curacao","CUW","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0376164660443945","0.129862044311704","0.0305280323164414","0.0443747468527342","0.0240567289961687","0.0606773923129884","0.0591935987432039","","","0.0106198436735766","","","0.00795634362827559","0.058567158431482","0.0230201559625347","","","",
"Cyprus","CYP","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.426384810535525","1.18776618147457","2.98697291800594","4.57954189855779","4.21562256932249","6.83311666135749","61.0502569937135","95.548253460766","30.2830464090443","5.84927031885141","2.13303820046697","1.52824224284993","2.56490778155572","15.6754520526164","18.6271598923204","6.44431459176154","6.78841165799478","2.88549810782848","1.62960678195103","1.17951128280521","0.172472630263784","0.244472395177532","0.659695352690084","0.354275592918195","0.302251474596315","0.218465463892865","0.21590141625259","0.154476113760736","0.0971749143420373","0.158116823271052","",
"Czechia","CZE","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.581157071519901","3.19183593154724","4.56358929929475","9.39291840317506","9.18683717976037","7.07359947900051","6.03590765079009","10.7556642495942","5.08509073112364","7.20504638217573","8.76046461955082","15.0315111006178","25.0396461948971","18.4166105960524","19.8694893173604","13.6311033820117","12.841174487649","10.5596241613175","8.97706683261443","8.39566766171539","5.79585906566016","5.14762132843784","","","","2.0720075486147","1.51677592787738","1.71924284492684","1.77861468733942","1.94625204523761","",
"Germany","DEU","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS","","","","","","","","","","","","","","","","2.13907029579736","2.03268292089439","2.19351184833659","2.53946823238752","1.6816623490277","1.48886521465738","1.71166999619632","1.90519429317405","4.00764088074867","3.71081881424527","11.6865997118303","14.5117638738643","32.6925760061152","24.6440773573014","24.8792996065056","30.6197779754326","23.4130626519738","20.1768470006933","25.5670664558596","27.3779109579405","22.4354719277318","5.99899864149726","44.6756824534584","65.5979473696151","59.6139481286792","93.8015283730085","66.8648270814531","41.9419669798281","40.6645385437332","41.9740809022364","45.2451650115172","65.1429467886116","95.0156830807661","111.864987228541","52.4086045761927","43.9647903600181","41.9704483020527","35.4378984095203","35.1548070453696","32.6314331735008","43.0253524630488","32.3965210294274","42.228739089915","41.0030216669665","35.0435483780804","47.219596271669","35.6716147348976","31.6639662075569","",
"Djibouti","DJI","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Dominica","DMA","Stocks traded, total value (% of GDP)","CM.MKT.TRAD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
